Kind,Name,MaxNesting,SumCyclomatic,AvgCyclomatic,MaxCyclomatic
File,"AbstractExecTest.java",1,7,1,2
File,"CommandLauncher.java",0,0,0,0
File,"CommandLauncherFactory.java",1,3,1,2
File,"CommandLauncherImpl.java",0,2,1,1
File,"CommandLauncherProxy.java",0,2,1,1
File,"CommandLine.java",4,50,2,13
File,"CommandLineTest.java",1,41,1,2
File,"DaemonExecutor.java",0,1,1,1
File,"DebugUtils.java",2,6,2,4
File,"DefaultExecuteResultHandler.java",1,12,1,2
File,"DefaultExecutor.java",3,55,2,16
File,"DefaultExecutorTest.java",2,52,1,4
File,"DefaultProcessingEnvironment.java",1,9,1,2
File,"EnvironmentUtils.java",1,10,2,5
File,"EnvironmentUtilsTest.java",1,9,1,3
File,"Exec33Test.java",0,1,1,1
File,"Exec34Test.java",0,2,1,1
File,"Exec36Test.java",1,11,1,4
File,"Exec41Test.java",1,9,4,6
File,"Exec44Test.java",0,1,1,1
File,"Exec49Test.java",2,6,3,3
File,"Exec57Test.java",1,3,1,2
File,"Exec60Test.java",3,4,4,4
File,"Exec62Test.java",1,6,1,2
File,"Exec65Test.java",1,7,1,2
File,"ExecuteException.java",0,4,1,1
File,"ExecuteResultHandler.java",0,0,0,0
File,"ExecuteStreamHandler.java",0,0,0,0
File,"ExecuteWatchdog.java",3,24,2,5
File,"Executor.java",0,0,0,0
File,"InputStreamPumper.java",3,6,2,4
File,"Java13CommandLauncher.java",0,2,1,1
File,"LogOutputStream.java",2,21,1,5
File,"LogOutputStreamTest.java",1,10,1,2
File,"MapUtilTest.java",0,3,1,1
File,"MapUtils.java",1,8,2,3
File,"OS.java",3,36,2,19
File,"OS2CommandLauncher.java",1,3,1,2
File,"OpenVmsProcessingEnvironment.java",0,0,0,0
File,"ProcessDestroyer.java",0,0,0,0
File,"PumpStreamHandler.java",4,37,2,7
File,"ShutdownHookProcessDestroyer.java",2,21,1,4
File,"StandAloneTest.java",1,3,1,2
File,"StreamPumper.java",2,12,2,5
File,"StringUtilTest.java",1,5,1,2
File,"StringUtils.java",6,27,4,14
File,"TestUtil.java",1,9,3,4
File,"TimeoutObserver.java",0,0,0,0
File,"TutorialTest.java",1,10,1,3
File,"VmsCommandLauncher.java",6,12,3,9
File,"Watchdog.java",2,12,1,4
File,"WinNTCommandLauncher.java",1,3,1,2
File,"bin.xml",0,0,0,0
File,"build.xml",0,0,0,0
File,"changes.xml",0,0,0,0
File,"checkstyle.xml",0,0,0,0
Public Implicit Method,"clone",,0,,
File,"download_exec.xml",0,0,0,0
File,"findbugs-exclude-filter.xml",0,0,0,0
File,"issue-tracking.xml",0,0,0,0
File,"mail-lists.xml",0,0,0,0
Package,"org",0,0,0,0
Package,"org.apache",0,0,0,0
Package,"org.apache.commons",0,0,0,0
Package,"org.apache.commons.exec",4,423,1,19
Public Abstract Class,"org.apache.commons.exec.AbstractExecTest",1,7,1,2
Protected Method,"org.apache.commons.exec.AbstractExecTest.getName",0,1,,
Protected Method,"org.apache.commons.exec.AbstractExecTest.resolveTestScript",1,2,,
Protected Method,"org.apache.commons.exec.AbstractExecTest.resolveTestScript",1,2,,
Protected Method,"org.apache.commons.exec.AbstractExecTest.testIsBrokenForCurrentOperatingSystem",0,1,,
Protected Method,"org.apache.commons.exec.AbstractExecTest.testNotSupportedForCurrentOperatingSystem",0,1,,
Public Class,"org.apache.commons.exec.CommandLine",4,47,2,13
Class,"org.apache.commons.exec.CommandLine.Argument",0,3,1,1
Private Constructor,"org.apache.commons.exec.CommandLine.Argument.Argument",0,1,,
Private Method,"org.apache.commons.exec.CommandLine.Argument.getValue",0,1,,
Private Method,"org.apache.commons.exec.CommandLine.Argument.isHandleQuoting",0,1,,
Public Constructor,"org.apache.commons.exec.CommandLine.CommandLine",0,1,,
Public Constructor,"org.apache.commons.exec.CommandLine.CommandLine",0,1,,
Public Constructor,"org.apache.commons.exec.CommandLine.CommandLine",2,3,,
Public Method,"org.apache.commons.exec.CommandLine.addArgument",0,1,,
Public Method,"org.apache.commons.exec.CommandLine.addArgument",1,3,,
Public Method,"org.apache.commons.exec.CommandLine.addArguments",0,1,,
Public Method,"org.apache.commons.exec.CommandLine.addArguments",2,3,,
Public Method,"org.apache.commons.exec.CommandLine.addArguments",0,1,,
Public Method,"org.apache.commons.exec.CommandLine.addArguments",1,2,,
Private Method,"org.apache.commons.exec.CommandLine.expandArgument",0,1,,
Public Method,"org.apache.commons.exec.CommandLine.getArguments",1,3,,
Public Method,"org.apache.commons.exec.CommandLine.getExecutable",0,1,,
Public Method,"org.apache.commons.exec.CommandLine.getSubstitutionMap",0,1,,
Public Method,"org.apache.commons.exec.CommandLine.isFile",0,1,,
Public Static Method,"org.apache.commons.exec.CommandLine.parse",0,1,,
Public Static Method,"org.apache.commons.exec.CommandLine.parse",1,4,,
Public Method,"org.apache.commons.exec.CommandLine.setSubstitutionMap",0,1,,
Private Method,"org.apache.commons.exec.CommandLine.toCleanExecutable",1,3,,
Public Method,"org.apache.commons.exec.CommandLine.toString",0,1,,
Public Method,"org.apache.commons.exec.CommandLine.toStrings",0,1,,
Private Static Method,"org.apache.commons.exec.CommandLine.translateCommandline",4,13,,
Public Class,"org.apache.commons.exec.CommandLineTest",1,41,1,2
Public Method,"org.apache.commons.exec.CommandLineTest.testAddArgument",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testAddArgumentWithBothQuotes",1,2,,
Public Method,"org.apache.commons.exec.CommandLineTest.testAddArgumentWithQuote",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testAddArgumentWithQuotesAround",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testAddArgumentWithSingleQuote",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testAddArgumentWithSpace",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testAddArguments",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testAddArgumentsArray",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testAddArgumentsArrayNull",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testAddArgumentsWithQuotes",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testAddArgumentsWithQuotesAndSpaces",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testAddNullArgument",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testAddTwoArguments",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testCommandLineParsingWithExpansion1",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testCommandLineParsingWithExpansion2",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testCommandLineParsingWithExpansion3",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testComplexAddArgument",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testComplexAddArguments1",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testComplexAddArguments2",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testCopyConstructor",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testExecutable",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testExecutableWhitespaceString",1,2,,
Public Method,"org.apache.commons.exec.CommandLineTest.testExecutableZeroLengthString",1,2,,
Public Method,"org.apache.commons.exec.CommandLineTest.testNullExecutable",1,2,,
Public Method,"org.apache.commons.exec.CommandLineTest.testParseCommandLine",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testParseCommandLineWithNull",1,2,,
Public Method,"org.apache.commons.exec.CommandLineTest.testParseCommandLineWithOnlyWhitespace",1,2,,
Public Method,"org.apache.commons.exec.CommandLineTest.testParseCommandLineWithQuotes",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testParseCommandLineWithUnevenQuotes",1,2,,
Public Method,"org.apache.commons.exec.CommandLineTest.testParseComplexCommandLine1",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testParseComplexCommandLine2",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testParseRealLifeCommandLine_1",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testToString",0,1,,
Public Method,"org.apache.commons.exec.CommandLineTest.testToStringTroubleshooting",0,1,,
Public Class,"org.apache.commons.exec.DaemonExecutor",0,1,1,1
Protected Method,"org.apache.commons.exec.DaemonExecutor.createThread",0,1,,
Public Class,"org.apache.commons.exec.DefaultExecuteResultHandler",1,12,1,2
Public Constructor,"org.apache.commons.exec.DefaultExecuteResultHandler.DefaultExecuteResultHandler",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecuteResultHandler.getException",1,2,,
Public Method,"org.apache.commons.exec.DefaultExecuteResultHandler.getExitValue",1,2,,
Public Method,"org.apache.commons.exec.DefaultExecuteResultHandler.hasResult",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecuteResultHandler.onProcessComplete",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecuteResultHandler.onProcessFailed",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecuteResultHandler.waitFor",1,2,,
Public Method,"org.apache.commons.exec.DefaultExecuteResultHandler.waitFor",1,2,,
Public Class,"org.apache.commons.exec.DefaultExecutor",3,52,2,16
Public Constructor,"org.apache.commons.exec.DefaultExecutor.DefaultExecutor",0,1,,
Private Method,"org.apache.commons.exec.DefaultExecutor.closeProcessStreams",1,4,,
Protected Method,"org.apache.commons.exec.DefaultExecutor.createThread",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutor.execute",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutor.execute",1,2,,
Public Method,"org.apache.commons.exec.DefaultExecutor.execute",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutor.execute",0,3,,
Anonymous Class,"org.apache.commons.exec.DefaultExecutor.execute.(Anon_1)",1,3,3,3
Public Method,"org.apache.commons.exec.DefaultExecutor.execute.(Anon_1).run",1,3,,
Private Method,"org.apache.commons.exec.DefaultExecutor.executeInternal",3,16,,
Private Method,"org.apache.commons.exec.DefaultExecutor.getExceptionCaught",0,1,,
Protected Method,"org.apache.commons.exec.DefaultExecutor.getExecutorThread",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutor.getProcessDestroyer",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutor.getStreamHandler",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutor.getWatchdog",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutor.getWorkingDirectory",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutor.isFailure",2,5,,
Protected Method,"org.apache.commons.exec.DefaultExecutor.launch",1,3,,
Private Method,"org.apache.commons.exec.DefaultExecutor.setExceptionCaught",1,2,,
Public Method,"org.apache.commons.exec.DefaultExecutor.setExitValue",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutor.setExitValues",0,2,,
Public Method,"org.apache.commons.exec.DefaultExecutor.setProcessDestroyer",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutor.setStreamHandler",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutor.setWatchdog",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutor.setWorkingDirectory",0,1,,
Public Class,"org.apache.commons.exec.DefaultExecutorTest",2,51,1,4
Public Method,"org.apache.commons.exec.DefaultExecutorTest._testExecuteStability",1,3,,
Public Static Method,"org.apache.commons.exec.DefaultExecutorTest.classSetUp",0,1,,
Private Method,"org.apache.commons.exec.DefaultExecutorTest.getOccurrences",2,3,,
Private Method,"org.apache.commons.exec.DefaultExecutorTest.readFile",1,2,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.setUp",1,2,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.tearDown",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testAddEnvironmentVariableEmbeddedQuote",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testAddEnvironmentVariables",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testEnvironmentVariables",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecute",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteAsync",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteAsyncNonExistingApplication",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteAsyncNonExistingApplicationWithWatchdog",0,1,,
Anonymous Class,"org.apache.commons.exec.DefaultExecutorTest.testExecuteAsyncNonExistingApplicationWithWatchdog.(Anon_1)",0,1,1,1
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteAsyncNonExistingApplicationWithWatchdog.(Anon_1).onProcessFailed",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteAsyncWithError",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteAsyncWithProcessDestroyer",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteAsyncWithTimelyUserTermination",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteAsyncWithTooLateUserTermination",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteNonExistingApplication",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteNonExistingApplicationWithWatchDog",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWatchdogAsync",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWatchdogSync",1,4,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWatchdogVeryLongTimeout",1,2,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithArg",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithComplexArguments",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithCustomExitValue1",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithCustomExitValue2",1,2,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithError",1,2,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithFancyArg",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithInvalidWorkingDirectory",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithNullOutErr",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithProcessDestroyer",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithRedirectOutErr",1,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithRedirectedStreams",1,3,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithSingleEnvironmentVariable",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithStdOutErr",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testExecuteWithWorkingDirectory",0,1,,
Public Method,"org.apache.commons.exec.DefaultExecutorTest.testStdInHandling",0,1,,
Public Class,"org.apache.commons.exec.ExecuteException",0,4,1,1
Public Constructor,"org.apache.commons.exec.ExecuteException.ExecuteException",0,1,,
Public Constructor,"org.apache.commons.exec.ExecuteException.ExecuteException",0,1,,
Public Method,"org.apache.commons.exec.ExecuteException.getCause",0,1,,
Public Method,"org.apache.commons.exec.ExecuteException.getExitValue",0,1,,
Public Interface,"org.apache.commons.exec.ExecuteResultHandler",0,0,0,0
Abstract Method,"org.apache.commons.exec.ExecuteResultHandler.onProcessComplete",0,0,,
Abstract Method,"org.apache.commons.exec.ExecuteResultHandler.onProcessFailed",0,0,,
Public Interface,"org.apache.commons.exec.ExecuteStreamHandler",0,0,0,0
Abstract Method,"org.apache.commons.exec.ExecuteStreamHandler.setProcessErrorStream",0,0,,
Abstract Method,"org.apache.commons.exec.ExecuteStreamHandler.setProcessInputStream",0,0,,
Abstract Method,"org.apache.commons.exec.ExecuteStreamHandler.setProcessOutputStream",0,0,,
Abstract Method,"org.apache.commons.exec.ExecuteStreamHandler.start",0,0,,
Abstract Method,"org.apache.commons.exec.ExecuteStreamHandler.stop",0,0,,
Public Class,"org.apache.commons.exec.ExecuteWatchdog",3,24,2,5
Public Constructor,"org.apache.commons.exec.ExecuteWatchdog.ExecuteWatchdog",1,2,,
Public Method,"org.apache.commons.exec.ExecuteWatchdog.checkException",1,2,,
Protected Method,"org.apache.commons.exec.ExecuteWatchdog.cleanUp",0,1,,
Public Method,"org.apache.commons.exec.ExecuteWatchdog.destroyProcess",0,1,,
Private Method,"org.apache.commons.exec.ExecuteWatchdog.ensureStarted",2,3,,
Public Method,"org.apache.commons.exec.ExecuteWatchdog.failedToStart",0,1,,
Public Method,"org.apache.commons.exec.ExecuteWatchdog.isWatching",0,1,,
Public Method,"org.apache.commons.exec.ExecuteWatchdog.killedProcess",0,1,,
Method,"org.apache.commons.exec.ExecuteWatchdog.setProcessNotStarted",0,1,,
Public Method,"org.apache.commons.exec.ExecuteWatchdog.start",1,4,,
Public Method,"org.apache.commons.exec.ExecuteWatchdog.stop",1,2,,
Public Method,"org.apache.commons.exec.ExecuteWatchdog.timeoutOccured",3,5,,
Public Interface,"org.apache.commons.exec.Executor",0,0,0,0
Abstract Method,"org.apache.commons.exec.Executor.execute",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.execute",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.execute",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.execute",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.getProcessDestroyer",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.getStreamHandler",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.getWatchdog",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.getWorkingDirectory",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.isFailure",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.setExitValue",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.setExitValues",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.setProcessDestroyer",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.setStreamHandler",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.setWatchdog",0,0,,
Abstract Method,"org.apache.commons.exec.Executor.setWorkingDirectory",0,0,,
Public Class,"org.apache.commons.exec.InputStreamPumper",3,6,2,4
Public Constructor,"org.apache.commons.exec.InputStreamPumper.InputStreamPumper",0,1,,
Public Method,"org.apache.commons.exec.InputStreamPumper.run",3,4,,
Public Method,"org.apache.commons.exec.InputStreamPumper.stopProcessing",0,1,,
Public Abstract Class,"org.apache.commons.exec.LogOutputStream",2,19,1,5
Private Static Class,"org.apache.commons.exec.LogOutputStream.ByteArrayOutputStreamX",0,2,1,1
Private Constructor,"org.apache.commons.exec.LogOutputStream.ByteArrayOutputStreamX.ByteArrayOutputStreamX",0,1,,
Public Method,"org.apache.commons.exec.LogOutputStream.ByteArrayOutputStreamX.toString",0,1,,
Public Constructor,"org.apache.commons.exec.LogOutputStream.LogOutputStream",0,1,,
